lr_path,hr_path,dataset,split,scale
data/processed/x4/train/LR/DIV2K_0034.png,data/processed/x4/train/HR/DIV2K_0034.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0035.png,data/processed/x4/train/HR/DIV2K_0035.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0036.png,data/processed/x4/train/HR/DIV2K_0036.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0037.png,data/processed/x4/train/HR/DIV2K_0037.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0038.png,data/processed/x4/train/HR/DIV2K_0038.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0039.png,data/processed/x4/train/HR/DIV2K_0039.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0040.png,data/processed/x4/train/HR/DIV2K_0040.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0041.png,data/processed/x4/train/HR/DIV2K_0041.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0042.png,data/processed/x4/train/HR/DIV2K_0042.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0043.png,data/processed/x4/train/HR/DIV2K_0043.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0044.png,data/processed/x4/train/HR/DIV2K_0044.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0045.png,data/processed/x4/train/HR/DIV2K_0045.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0046.png,data/processed/x4/train/HR/DIV2K_0046.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0047.png,data/processed/x4/train/HR/DIV2K_0047.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0048.png,data/processed/x4/train/HR/DIV2K_0048.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0049.png,data/processed/x4/train/HR/DIV2K_0049.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0050.png,data/processed/x4/train/HR/DIV2K_0050.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0051.png,data/processed/x4/train/HR/DIV2K_0051.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0052.png,data/processed/x4/train/HR/DIV2K_0052.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0053.png,data/processed/x4/train/HR/DIV2K_0053.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0054.png,data/processed/x4/train/HR/DIV2K_0054.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0055.png,data/processed/x4/train/HR/DIV2K_0055.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0056.png,data/processed/x4/train/HR/DIV2K_0056.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0057.png,data/processed/x4/train/HR/DIV2K_0057.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0058.png,data/processed/x4/train/HR/DIV2K_0058.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0059.png,data/processed/x4/train/HR/DIV2K_0059.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0060.png,data/processed/x4/train/HR/DIV2K_0060.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0061.png,data/processed/x4/train/HR/DIV2K_0061.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0062.png,data/processed/x4/train/HR/DIV2K_0062.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0063.png,data/processed/x4/train/HR/DIV2K_0063.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0064.png,data/processed/x4/train/HR/DIV2K_0064.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0065.png,data/processed/x4/train/HR/DIV2K_0065.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0066.png,data/processed/x4/train/HR/DIV2K_0066.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0067.png,data/processed/x4/train/HR/DIV2K_0067.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0068.png,data/processed/x4/train/HR/DIV2K_0068.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0069.png,data/processed/x4/train/HR/DIV2K_0069.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0070.png,data/processed/x4/train/HR/DIV2K_0070.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0071.png,data/processed/x4/train/HR/DIV2K_0071.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0072.png,data/processed/x4/train/HR/DIV2K_0072.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0073.png,data/processed/x4/train/HR/DIV2K_0073.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0074.png,data/processed/x4/train/HR/DIV2K_0074.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0075.png,data/processed/x4/train/HR/DIV2K_0075.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0076.png,data/processed/x4/train/HR/DIV2K_0076.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0077.png,data/processed/x4/train/HR/DIV2K_0077.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0078.png,data/processed/x4/train/HR/DIV2K_0078.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0079.png,data/processed/x4/train/HR/DIV2K_0079.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0080.png,data/processed/x4/train/HR/DIV2K_0080.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0081.png,data/processed/x4/train/HR/DIV2K_0081.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0082.png,data/processed/x4/train/HR/DIV2K_0082.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0083.png,data/processed/x4/train/HR/DIV2K_0083.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0084.png,data/processed/x4/train/HR/DIV2K_0084.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0085.png,data/processed/x4/train/HR/DIV2K_0085.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0086.png,data/processed/x4/train/HR/DIV2K_0086.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0087.png,data/processed/x4/train/HR/DIV2K_0087.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0088.png,data/processed/x4/train/HR/DIV2K_0088.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0089.png,data/processed/x4/train/HR/DIV2K_0089.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0090.png,data/processed/x4/train/HR/DIV2K_0090.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0091.png,data/processed/x4/train/HR/DIV2K_0091.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0092.png,data/processed/x4/train/HR/DIV2K_0092.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0093.png,data/processed/x4/train/HR/DIV2K_0093.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0094.png,data/processed/x4/train/HR/DIV2K_0094.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0095.png,data/processed/x4/train/HR/DIV2K_0095.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0096.png,data/processed/x4/train/HR/DIV2K_0096.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0097.png,data/processed/x4/train/HR/DIV2K_0097.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0098.png,data/processed/x4/train/HR/DIV2K_0098.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0099.png,data/processed/x4/train/HR/DIV2K_0099.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0100.png,data/processed/x4/train/HR/DIV2K_0100.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0101.png,data/processed/x4/train/HR/DIV2K_0101.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0102.png,data/processed/x4/train/HR/DIV2K_0102.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0103.png,data/processed/x4/train/HR/DIV2K_0103.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0104.png,data/processed/x4/train/HR/DIV2K_0104.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0105.png,data/processed/x4/train/HR/DIV2K_0105.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0106.png,data/processed/x4/train/HR/DIV2K_0106.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0107.png,data/processed/x4/train/HR/DIV2K_0107.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0108.png,data/processed/x4/train/HR/DIV2K_0108.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0109.png,data/processed/x4/train/HR/DIV2K_0109.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0110.png,data/processed/x4/train/HR/DIV2K_0110.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0111.png,data/processed/x4/train/HR/DIV2K_0111.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0112.png,data/processed/x4/train/HR/DIV2K_0112.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0113.png,data/processed/x4/train/HR/DIV2K_0113.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0114.png,data/processed/x4/train/HR/DIV2K_0114.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0115.png,data/processed/x4/train/HR/DIV2K_0115.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0116.png,data/processed/x4/train/HR/DIV2K_0116.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0117.png,data/processed/x4/train/HR/DIV2K_0117.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0118.png,data/processed/x4/train/HR/DIV2K_0118.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0119.png,data/processed/x4/train/HR/DIV2K_0119.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0120.png,data/processed/x4/train/HR/DIV2K_0120.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0121.png,data/processed/x4/train/HR/DIV2K_0121.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0122.png,data/processed/x4/train/HR/DIV2K_0122.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0123.png,data/processed/x4/train/HR/DIV2K_0123.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0124.png,data/processed/x4/train/HR/DIV2K_0124.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0125.png,data/processed/x4/train/HR/DIV2K_0125.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0126.png,data/processed/x4/train/HR/DIV2K_0126.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0127.png,data/processed/x4/train/HR/DIV2K_0127.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0128.png,data/processed/x4/train/HR/DIV2K_0128.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0129.png,data/processed/x4/train/HR/DIV2K_0129.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0130.png,data/processed/x4/train/HR/DIV2K_0130.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0131.png,data/processed/x4/train/HR/DIV2K_0131.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0132.png,data/processed/x4/train/HR/DIV2K_0132.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0133.png,data/processed/x4/train/HR/DIV2K_0133.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0134.png,data/processed/x4/train/HR/DIV2K_0134.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0135.png,data/processed/x4/train/HR/DIV2K_0135.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0136.png,data/processed/x4/train/HR/DIV2K_0136.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0137.png,data/processed/x4/train/HR/DIV2K_0137.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0138.png,data/processed/x4/train/HR/DIV2K_0138.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0139.png,data/processed/x4/train/HR/DIV2K_0139.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0140.png,data/processed/x4/train/HR/DIV2K_0140.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0141.png,data/processed/x4/train/HR/DIV2K_0141.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0142.png,data/processed/x4/train/HR/DIV2K_0142.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0143.png,data/processed/x4/train/HR/DIV2K_0143.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0144.png,data/processed/x4/train/HR/DIV2K_0144.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0145.png,data/processed/x4/train/HR/DIV2K_0145.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0146.png,data/processed/x4/train/HR/DIV2K_0146.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0147.png,data/processed/x4/train/HR/DIV2K_0147.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0148.png,data/processed/x4/train/HR/DIV2K_0148.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0149.png,data/processed/x4/train/HR/DIV2K_0149.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0150.png,data/processed/x4/train/HR/DIV2K_0150.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0151.png,data/processed/x4/train/HR/DIV2K_0151.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0152.png,data/processed/x4/train/HR/DIV2K_0152.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0153.png,data/processed/x4/train/HR/DIV2K_0153.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0154.png,data/processed/x4/train/HR/DIV2K_0154.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0155.png,data/processed/x4/train/HR/DIV2K_0155.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0156.png,data/processed/x4/train/HR/DIV2K_0156.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0157.png,data/processed/x4/train/HR/DIV2K_0157.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0158.png,data/processed/x4/train/HR/DIV2K_0158.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0159.png,data/processed/x4/train/HR/DIV2K_0159.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0160.png,data/processed/x4/train/HR/DIV2K_0160.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0161.png,data/processed/x4/train/HR/DIV2K_0161.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0162.png,data/processed/x4/train/HR/DIV2K_0162.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0163.png,data/processed/x4/train/HR/DIV2K_0163.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0164.png,data/processed/x4/train/HR/DIV2K_0164.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0165.png,data/processed/x4/train/HR/DIV2K_0165.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0166.png,data/processed/x4/train/HR/DIV2K_0166.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0167.png,data/processed/x4/train/HR/DIV2K_0167.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0168.png,data/processed/x4/train/HR/DIV2K_0168.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0169.png,data/processed/x4/train/HR/DIV2K_0169.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0170.png,data/processed/x4/train/HR/DIV2K_0170.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0171.png,data/processed/x4/train/HR/DIV2K_0171.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0172.png,data/processed/x4/train/HR/DIV2K_0172.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0173.png,data/processed/x4/train/HR/DIV2K_0173.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0174.png,data/processed/x4/train/HR/DIV2K_0174.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0175.png,data/processed/x4/train/HR/DIV2K_0175.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0176.png,data/processed/x4/train/HR/DIV2K_0176.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0177.png,data/processed/x4/train/HR/DIV2K_0177.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0178.png,data/processed/x4/train/HR/DIV2K_0178.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0179.png,data/processed/x4/train/HR/DIV2K_0179.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0180.png,data/processed/x4/train/HR/DIV2K_0180.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0181.png,data/processed/x4/train/HR/DIV2K_0181.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0182.png,data/processed/x4/train/HR/DIV2K_0182.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0183.png,data/processed/x4/train/HR/DIV2K_0183.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0184.png,data/processed/x4/train/HR/DIV2K_0184.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0185.png,data/processed/x4/train/HR/DIV2K_0185.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0186.png,data/processed/x4/train/HR/DIV2K_0186.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0187.png,data/processed/x4/train/HR/DIV2K_0187.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0188.png,data/processed/x4/train/HR/DIV2K_0188.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0189.png,data/processed/x4/train/HR/DIV2K_0189.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0190.png,data/processed/x4/train/HR/DIV2K_0190.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0191.png,data/processed/x4/train/HR/DIV2K_0191.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0192.png,data/processed/x4/train/HR/DIV2K_0192.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0193.png,data/processed/x4/train/HR/DIV2K_0193.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0194.png,data/processed/x4/train/HR/DIV2K_0194.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0195.png,data/processed/x4/train/HR/DIV2K_0195.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0196.png,data/processed/x4/train/HR/DIV2K_0196.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0197.png,data/processed/x4/train/HR/DIV2K_0197.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0198.png,data/processed/x4/train/HR/DIV2K_0198.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0199.png,data/processed/x4/train/HR/DIV2K_0199.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0200.png,data/processed/x4/train/HR/DIV2K_0200.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0201.png,data/processed/x4/train/HR/DIV2K_0201.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0202.png,data/processed/x4/train/HR/DIV2K_0202.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0203.png,data/processed/x4/train/HR/DIV2K_0203.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0204.png,data/processed/x4/train/HR/DIV2K_0204.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0205.png,data/processed/x4/train/HR/DIV2K_0205.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0206.png,data/processed/x4/train/HR/DIV2K_0206.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0207.png,data/processed/x4/train/HR/DIV2K_0207.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0208.png,data/processed/x4/train/HR/DIV2K_0208.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0209.png,data/processed/x4/train/HR/DIV2K_0209.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0210.png,data/processed/x4/train/HR/DIV2K_0210.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0211.png,data/processed/x4/train/HR/DIV2K_0211.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0212.png,data/processed/x4/train/HR/DIV2K_0212.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0213.png,data/processed/x4/train/HR/DIV2K_0213.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0214.png,data/processed/x4/train/HR/DIV2K_0214.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0215.png,data/processed/x4/train/HR/DIV2K_0215.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0216.png,data/processed/x4/train/HR/DIV2K_0216.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0217.png,data/processed/x4/train/HR/DIV2K_0217.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0218.png,data/processed/x4/train/HR/DIV2K_0218.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0219.png,data/processed/x4/train/HR/DIV2K_0219.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0220.png,data/processed/x4/train/HR/DIV2K_0220.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0221.png,data/processed/x4/train/HR/DIV2K_0221.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0222.png,data/processed/x4/train/HR/DIV2K_0222.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0223.png,data/processed/x4/train/HR/DIV2K_0223.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0224.png,data/processed/x4/train/HR/DIV2K_0224.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0225.png,data/processed/x4/train/HR/DIV2K_0225.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0226.png,data/processed/x4/train/HR/DIV2K_0226.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0227.png,data/processed/x4/train/HR/DIV2K_0227.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0228.png,data/processed/x4/train/HR/DIV2K_0228.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0229.png,data/processed/x4/train/HR/DIV2K_0229.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0230.png,data/processed/x4/train/HR/DIV2K_0230.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0231.png,data/processed/x4/train/HR/DIV2K_0231.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0232.png,data/processed/x4/train/HR/DIV2K_0232.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0233.png,data/processed/x4/train/HR/DIV2K_0233.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0234.png,data/processed/x4/train/HR/DIV2K_0234.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0235.png,data/processed/x4/train/HR/DIV2K_0235.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0236.png,data/processed/x4/train/HR/DIV2K_0236.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0237.png,data/processed/x4/train/HR/DIV2K_0237.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0238.png,data/processed/x4/train/HR/DIV2K_0238.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0239.png,data/processed/x4/train/HR/DIV2K_0239.png,DIV2K,train,4
data/processed/x4/train/LR/DIV2K_0240.png,data/processed/x4/train/HR/DIV2K_0240.png,DIV2K,train,4
